#	hydrophobicity_PRAM900101.Tr1221	hydrophobicity_PRAM900101.Tr1331	hydrophobicity_PRAM900101.Tr2332	hydrophobicity_ARGP820101.Tr1221	hydrophobicity_ARGP820101.Tr1331	hydrophobicity_ARGP820101.Tr2332	hydrophobicity_ZIMJ680101.Tr1221	hydrophobicity_ZIMJ680101.Tr1331	hydrophobicity_ZIMJ680101.Tr2332	hydrophobicity_PONP930101.Tr1221	hydrophobicity_PONP930101.Tr1331	hydrophobicity_PONP930101.Tr2332	hydrophobicity_CASG920101.Tr1221	hydrophobicity_CASG920101.Tr1331	hydrophobicity_CASG920101.Tr2332	hydrophobicity_ENGD860101.Tr1221	hydrophobicity_ENGD860101.Tr1331	hydrophobicity_ENGD860101.Tr2332	hydrophobicity_FASG890101.Tr1221	hydrophobicity_FASG890101.Tr1331	hydrophobicity_FASG890101.Tr2332	normwaalsvolume.Tr1221	normwaalsvolume.Tr1331	normwaalsvolume.Tr2332	polarity.Tr1221	polarity.Tr1331	polarity.Tr2332	polarizability.Tr1221	polarizability.Tr1331	polarizability.Tr2332	charge.Tr1221	charge.Tr1331	charge.Tr2332	secondarystruct.Tr1221	secondarystruct.Tr1331	secondarystruct.Tr2332	solventaccess.Tr1221	solventaccess.Tr1331	solventaccess.Tr2332
ASH1L	0.2909090909090909	0.2	0.14545454545454545	0.3181818181818182	0.20909090909090908	0.19090909090909092	0.19090909090909092	0.3	0.1	0.21818181818181817	0.3090909090909091	0.12727272727272726	0.42727272727272725	0.13636363636363635	0.045454545454545456	0.2545454545454545	0.23636363636363636	0.10909090909090909	0.08181818181818182	0.39090909090909093	0.17272727272727273	0.2545454545454545	0.18181818181818182	0.18181818181818182	0.18181818181818182	0.2545454545454545	0.21818181818181817	0.23636363636363636	0.16363636363636364	0.2	0.23636363636363636	0.05454545454545454	0.2	0.18181818181818182	0.23636363636363636	0.12727272727272726	0.34545454545454546	0.16363636363636364	0.14545454545454545
ATAD2	0.22321428571428573	0.2767857142857143	0.22321428571428573	0.23214285714285715	0.25	0.2857142857142857	0.21428571428571427	0.4107142857142857	0.125	0.125	0.3392857142857143	0.19642857142857142	0.375	0.14285714285714285	0.08928571428571429	0.10714285714285714	0.3392857142857143	0.16071428571428573	0.11607142857142858	0.38392857142857145	0.13392857142857142	0.2767857142857143	0.17857142857142858	0.23214285714285715	0.20535714285714285	0.33035714285714285	0.15178571428571427	0.3125	0.16071428571428573	0.25	0.24107142857142858	0.08035714285714286	0.22321428571428573	0.25	0.1875	0.14285714285714285	0.29464285714285715	0.1875	0.20535714285714285
ATAD2B	0.23214285714285715	0.2857142857142857	0.17857142857142858	0.26785714285714285	0.26785714285714285	0.19642857142857142	0.2767857142857143	0.36607142857142855	0.09821428571428571	0.125	0.375	0.10714285714285714	0.38392857142857145	0.15178571428571427	0.08035714285714286	0.14285714285714285	0.32142857142857145	0.14285714285714285	0.10714285714285714	0.375	0.16071428571428573	0.25892857142857145	0.19642857142857142	0.21428571428571427	0.16071428571428573	0.32142857142857145	0.17857142857142858	0.2767857142857143	0.17857142857142858	0.23214285714285715	0.1875	0.09821428571428571	0.25892857142857145	0.23214285714285715	0.1875	0.17857142857142858	0.32142857142857145	0.17857142857142858	0.19642857142857142
BAZ1A	0.25925925925925924	0.2962962962962963	0.17592592592592593	0.23148148148148148	0.25925925925925924	0.23148148148148148	0.1574074074074074	0.3333333333333333	0.1574074074074074	0.1574074074074074	0.39814814814814814	0.12962962962962962	0.37037037037037035	0.19444444444444445	0.06481481481481481	0.14814814814814814	0.35185185185185186	0.10185185185185185	0.09259259259259259	0.4444444444444444	0.12037037037037036	0.23148148148148148	0.16666666666666666	0.25925925925925924	0.14814814814814814	0.37962962962962965	0.17592592592592593	0.19444444444444445	0.1111111111111111	0.3148148148148148	0.2222222222222222	0.018518518518518517	0.2222222222222222	0.2777777777777778	0.1574074074074074	0.18518518518518517	0.37037037037037035	0.14814814814814814	0.18518518518518517
BAZ1B	0.2222222222222222	0.24074074074074073	0.24074074074074073	0.3148148148148148	0.17592592592592593	0.18518518518518517	0.23148148148148148	0.2222222222222222	0.1388888888888889	0.16666666666666666	0.42592592592592593	0.1111111111111111	0.3611111111111111	0.21296296296296297	0.06481481481481481	0.16666666666666666	0.32407407407407407	0.1388888888888889	0.10185185185185185	0.42592592592592593	0.14814814814814814	0.25	0.23148148148148148	0.17592592592592593	0.2037037037037037	0.3333333333333333	0.16666666666666666	0.2222222222222222	0.1574074074074074	0.25	0.2222222222222222	0.018518518518518517	0.18518518518518517	0.32407407407407407	0.17592592592592593	0.17592592592592593	0.25925925925925924	0.24074074074074073	0.2037037037037037
BAZ2A	0.2037037037037037	0.26851851851851855	0.1574074074074074	0.26851851851851855	0.19444444444444445	0.19444444444444445	0.2222222222222222	0.2777777777777778	0.09259259259259259	0.1388888888888889	0.3055555555555556	0.1574074074074074	0.3333333333333333	0.18518518518518517	0.07407407407407407	0.21296296296296297	0.2962962962962963	0.09259259259259259	0.1111111111111111	0.35185185185185186	0.16666666666666666	0.17592592592592593	0.24074074074074073	0.2222222222222222	0.16666666666666666	0.2962962962962963	0.19444444444444445	0.1111111111111111	0.19444444444444445	0.26851851851851855	0.16666666666666666	0.018518518518518517	0.25925925925925924	0.23148148148148148	0.24074074074074073	0.1388888888888889	0.25925925925925924	0.14814814814814814	0.21296296296296297
BAZ2B	0.2037037037037037	0.26851851851851855	0.21296296296296297	0.21296296296296297	0.21296296296296297	0.24074074074074073	0.21296296296296297	0.26851851851851855	0.16666666666666666	0.10185185185185185	0.4166666666666667	0.10185185185185185	0.3425925925925926	0.19444444444444445	0.08333333333333333	0.18518518518518517	0.3148148148148148	0.12962962962962962	0.12962962962962962	0.3055555555555556	0.23148148148148148	0.24074074074074073	0.23148148148148148	0.2037037037037037	0.2222222222222222	0.2962962962962963	0.17592592592592593	0.19444444444444445	0.17592592592592593	0.25925925925925924	0.16666666666666666	0.046296296296296294	0.23148148148148148	0.23148148148148148	0.2222222222222222	0.17592592592592593	0.25925925925925924	0.18518518518518517	0.21296296296296297
BPTF	0.26851851851851855	0.25	0.2037037037037037	0.25	0.26851851851851855	0.18518518518518517	0.25925925925925924	0.32407407407407407	0.12962962962962962	0.12962962962962962	0.3888888888888889	0.1388888888888889	0.4351851851851852	0.12037037037037036	0.06481481481481481	0.19444444444444445	0.3055555555555556	0.12962962962962962	0.12037037037037036	0.37962962962962965	0.17592592592592593	0.24074074074074073	0.21296296296296297	0.23148148148148148	0.2037037037037037	0.32407407407407407	0.19444444444444445	0.23148148148148148	0.16666666666666666	0.2777777777777778	0.19444444444444445	0.046296296296296294	0.26851851851851855	0.28703703703703703	0.1574074074074074	0.1388888888888889	0.2777777777777778	0.14814814814814814	0.24074074074074073
BRD1	0.2222222222222222	0.28703703703703703	0.18518518518518517	0.24074074074074073	0.2222222222222222	0.24074074074074073	0.19444444444444445	0.3333333333333333	0.12962962962962962	0.17592592592592593	0.3425925925925926	0.16666666666666666	0.5185185185185185	0.08333333333333333	0.06481481481481481	0.14814814814814814	0.3611111111111111	0.1111111111111111	0.07407407407407407	0.4351851851851852	0.16666666666666666	0.2777777777777778	0.2037037037037037	0.2222222222222222	0.1574074074074074	0.35185185185185186	0.1574074074074074	0.26851851851851855	0.17592592592592593	0.25	0.2222222222222222	0.046296296296296294	0.23148148148148148	0.21296296296296297	0.23148148148148148	0.1388888888888889	0.35185185185185186	0.16666666666666666	0.1574074074074074
BRD2-1	0.20909090909090908	0.2545454545454545	0.2545454545454545	0.19090909090909092	0.21818181818181817	0.20909090909090908	0.2	0.2818181818181818	0.14545454545454545	0.11818181818181818	0.37272727272727274	0.13636363636363635	0.36363636363636365	0.14545454545454545	0.10909090909090909	0.13636363636363635	0.33636363636363636	0.13636363636363635	0.1	0.34545454545454546	0.16363636363636364	0.21818181818181817	0.19090909090909092	0.2818181818181818	0.2	0.3090909090909091	0.13636363636363635	0.18181818181818182	0.12727272727272726	0.34545454545454546	0.20909090909090908	0.00909090909090909	0.13636363636363635	0.2636363636363636	0.2	0.15454545454545454	0.2545454545454545	0.21818181818181817	0.20909090909090908
